r,m,clave,detectado
5,0.3,2457|Lamp|1,0
5,0.3,2457|Lamp|2,0
5,0.3,2457|Lamp|3,0
5,0.3,2465|People|0,0
5,0.3,2465|Lamp|0,0
5,0.3,2465|Lamp|1,0
5,0.3,2465|Lamp|2,0
5,0.3,2467|People|0,0
5,0.3,2467|Lamp|0,0
5,0.3,2467|Lamp|1,0
5,0.3,2468|People|0,0
5,0.3,2468|People|1,0
5,0.3,2468|Lamp|0,0
5,0.3,2468|Lamp|1,0
5,0.3,2478|People|0,1
5,0.3,2478|People|1,1
5,0.3,2478|People|2,0
5,0.3,2478|People|3,0
5,0.3,2478|Lamp|0,1
5,0.3,2478|Lamp|1,1
5,0.3,2489|People|0,0
5,0.3,2489|People|1,0
5,0.3,2489|People|2,0
5,0.3,2489|People|3,1
5,0.3,2489|People|4,0
5,0.3,2489|People|5,0
5,0.3,2489|Lamp|0,0
5,0.3,2489|Lamp|1,0
5,0.3,2490|People|0,0
5,0.3,2490|People|1,1
5,0.3,2490|People|2,0
5,0.3,2490|People|3,0
5,0.3,2490|People|4,0
5,0.3,2490|Lamp|0,0
5,0.3,2490|Lamp|1,0
5,0.3,2491|People|0,0
5,0.3,2491|People|1,1
5,0.3,2491|People|2,1
5,0.3,2491|People|3,0
5,0.3,2491|People|4,0
5,0.3,2491|Lamp|0,0
5,0.3,2491|Lamp|1,0
5,0.3,2602|People|0,0
5,0.3,2602|Lamp|0,0
5,0.3,2602|Lamp|1,0
5,0.3,2602|Lamp|2,0
5,0.3,2606|People|0,0
5,0.3,2606|Lamp|0,0
5,0.3,2606|Lamp|1,0
5,0.3,2607|People|0,0
5,0.3,2607|Lamp|0,0
5,0.3,2607|Lamp|1,0
5,0.3,2622|People|0,1
5,0.3,2622|People|1,0
5,0.3,2622|People|2,0
5,0.3,2622|Lamp|0,1
5,0.3,2622|Lamp|1,1
5,0.3,2622|Lamp|2,1
5,0.3,2717|People|0,0
5,0.3,2717|People|1,0
5,0.3,2717|People|2,0
5,0.3,2717|Lamp|0,0
5,0.3,2720|People|0,0
5,0.3,2720|People|1,0
5,0.3,2720|People|2,0
5,0.3,2720|Lamp|0,0
5,0.3,2721|People|0,0
5,0.3,2721|People|1,0
5,0.3,2721|Lamp|0,0
5,0.3,2727|People|0,1
5,0.3,2727|People|1,0
5,0.3,2727|People|2,0
5,0.3,2727|People|3,0
5,0.3,2727|Lamp|0,0
5,0.3,2732|People|0,0
5,0.3,2732|People|1,0
5,0.3,2732|Lamp|0,0
5,0.3,2735|People|0,0
5,0.3,2735|People|1,0
5,0.3,2735|Lamp|0,0
5,0.3,2736|People|0,0
5,0.3,2736|People|1,0
5,0.3,2736|Lamp|0,0
5,0.3,2738|People|0,0
5,0.3,2738|People|1,0
5,0.3,2738|People|2,0
5,0.3,2738|Lamp|0,0
5,0.3,2940|People|0,1
5,0.3,2940|Lamp|0,0
5,0.3,2940|Lamp|1,0
5,0.3,2942|People|0,1
5,0.3,2942|Lamp|0,0
5,0.3,2942|Lamp|1,0
5,0.3,2942|Lamp|2,0
5,0.3,2942|Lamp|3,0
5,0.3,2942|Lamp|4,0
5,0.3,2945|People|0,1
5,0.3,2945|Lamp|0,0
5,0.3,2945|Lamp|1,0
5,0.3,2945|Lamp|2,0
5,0.3,2947|People|0,1
5,0.3,2947|Lamp|0,1
5,0.3,2947|Lamp|1,1
5,0.3,2947|Lamp|2,0
5,0.3,2947|Lamp|3,0
5,0.3,2947|Lamp|4,0
5,0.3,2949|People|0,0
5,0.3,2949|Lamp|0,1
5,0.3,2949|Lamp|1,0
5,0.3,2949|Lamp|2,0
5,0.3,2949|Lamp|3,0
5,0.3,2949|Lamp|4,0
5,0.3,2949|Lamp|5,0
5,0.3,2950|People|0,0
5,0.3,2950|People|1,0
5,0.3,2950|Lamp|0,1
5,0.3,2950|Lamp|1,0
5,0.3,2950|Lamp|2,0
5,0.3,2950|Lamp|3,0
5,0.3,2950|Lamp|4,0
5,0.3,2951|People|0,0
5,0.3,2951|Lamp|0,1
5,0.3,2951|Lamp|1,0
5,0.3,2951|Lamp|2,0
5,0.3,2951|Lamp|3,0
5,0.3,2951|Lamp|4,0
5,0.3,2953|People|0,0
5,0.3,2953|Lamp|0,0
5,0.3,2953|Lamp|1,1
5,0.3,2953|Lamp|2,0
5,0.3,2953|Lamp|3,0
5,0.3,2957|People|0,0
5,0.3,2957|Lamp|0,1
5,0.3,2957|Lamp|1,0
5,0.3,2957|Lamp|2,1
5,0.3,2957|Lamp|3,0
5,0.3,2957|Lamp|4,0
5,0.3,2957|Lamp|5,0
5,0.3,3024|People|0,0
5,0.3,3024|Lamp|0,0
5,0.3,3024|Lamp|1,0
5,0.3,3052|People|0,0
5,0.3,3052|Lamp|0,0
5,0.3,3053|People|0,0
5,0.3,3053|People|1,0
5,0.3,3053|Lamp|0,0
5,0.3,3053|Lamp|1,0
5,0.3,3054|People|0,0
5,0.3,3054|People|1,0
5,0.3,3054|People|2,0
5,0.3,3054|Lamp|0,0
5,0.3,3054|Lamp|1,0
5,0.3,3057|People|0,0
5,0.3,3057|People|1,0
5,0.3,3057|Lamp|0,0
5,0.3,3057|Lamp|1,0
5,0.3,3059|People|0,1
5,0.3,3059|People|1,0
5,0.3,3059|People|2,0
5,0.3,3059|Lamp|0,0
5,0.3,3059|Lamp|1,0
5,0.3,3060|People|0,1
5,0.3,3060|People|1,1
5,0.3,3060|People|2,0
5,0.3,3060|People|3,0
5,0.3,3060|Lamp|0,0
5,0.3,3060|Lamp|1,0
5,0.3,3061|People|0,0
5,0.3,3061|People|1,1
5,0.3,3061|People|2,1
5,0.3,3061|People|3,0
5,0.3,3061|Lamp|0,0
5,0.3,3061|Lamp|1,0
5,0.3,3063|People|0,1
5,0.3,3063|People|1,0
5,0.3,3063|Lamp|0,0
5,0.3,3063|Lamp|1,0
5,0.3,3063|Lamp|2,0
5,0.3,3063|Lamp|3,0
5,0.3,3066|People|0,0
5,0.3,3066|Lamp|0,0
5,0.3,3066|Lamp|1,0
5,0.3,3066|Lamp|2,1
5,0.3,3066|Lamp|3,0
5,0.3,3066|Lamp|4,0
5,0.3,3066|Lamp|5,0
5,0.3,3072|People|0,1
5,0.3,3072|People|1,0
5,0.3,3072|People|2,0
5,0.3,3072|People|3,0
5,0.3,3072|People|4,0
5,0.3,3072|People|5,0
5,0.3,3072|People|6,1
5,0.3,3072|People|7,1
5,0.3,3072|Lamp|0,0
5,0.3,3072|Lamp|1,1
5,0.3,3072|Lamp|2,0
5,0.3,3072|Lamp|3,0
5,0.3,3072|Lamp|4,0
5,0.3,3072|Lamp|5,0
5,0.3,3072|Lamp|6,0
5,0.3,3072|Lamp|7,0
5,0.3,3078|People|0,1
5,0.3,3078|People|1,0
5,0.3,3078|People|2,0
5,0.3,3078|People|3,1
5,0.3,3078|People|4,0
5,0.3,3078|People|5,0
5,0.3,3078|People|6,0
5,0.3,3078|Lamp|0,1
5,0.3,3078|Lamp|1,1
5,0.3,3078|Lamp|2,0
5,0.3,3078|Lamp|3,0
5,0.3,3079|People|0,1
5,0.3,3079|People|1,1
5,0.3,3079|People|2,0
5,0.3,3079|People|3,0
5,0.3,3079|Lamp|0,1
5,0.3,3079|Lamp|1,0
5,0.3,3079|Lamp|2,0
5,0.3,3116|People|0,1
5,0.3,3116|Lamp|0,1
5,0.3,3116|Lamp|1,0
5,0.3,3118|People|0,1
5,0.3,3118|Lamp|0,1
5,0.3,3118|Lamp|1,0
5,0.3,3119|People|0,1
5,0.3,3119|Lamp|0,1
5,0.3,3119|Lamp|1,0
5,0.3,3121|People|0,1
5,0.3,3121|Lamp|0,1
5,0.3,3121|Lamp|1,0
5,0.3,3124|People|0,1
5,0.3,3124|Lamp|0,1
5,0.3,3124|Lamp|1,0
5,0.3,3125|People|0,1
5,0.3,3125|Lamp|0,1
5,0.3,3125|Lamp|1,0
5,0.3,3302|People|0,1
5,0.3,3302|Lamp|0,1
5,0.3,3302|Lamp|1,0
5,0.3,3302|Lamp|2,0
5,0.3,3302|Lamp|3,0
5,0.3,3313|People|0,1
5,0.3,3313|People|1,0
5,0.3,3313|Lamp|0,0
5,0.3,3313|Lamp|1,0
5,0.3,3347|People|0,1
5,0.3,3347|People|1,0
5,0.3,3347|People|2,0
5,0.3,3347|Lamp|0,0
5,0.3,3347|Lamp|1,0
5,0.3,3349|People|0,0
5,0.3,3349|People|1,0
5,0.3,3349|People|2,0
5,0.3,3349|Lamp|0,0
5,0.3,3349|Lamp|1,0
5,0.3,3350|People|0,1
5,0.3,3350|People|1,0
5,0.3,3350|People|2,0
5,0.3,3350|People|3,0
5,0.3,3350|People|4,0
5,0.3,3350|Lamp|0,0
5,0.3,3350|Lamp|1,0
5,0.3,3378|People|0,0
5,0.3,3378|People|1,0
5,0.3,3378|People|2,1
5,0.3,3378|People|3,1
5,0.3,3378|Lamp|0,0
5,0.3,3378|Lamp|1,1
5,0.3,3378|Lamp|2,0
5,0.3,3378|Lamp|3,0
5,0.3,3378|Lamp|4,0
5,0.3,3381|People|0,0
5,0.3,3381|People|1,1
5,0.3,3381|People|2,1
5,0.3,3381|People|3,0
5,0.3,3381|People|4,0
5,0.3,3381|Lamp|0,1
5,0.3,3381|Lamp|1,1
5,0.3,3381|Lamp|2,1
5,0.3,3381|Lamp|3,0
5,0.3,3381|Lamp|4,0
5,0.3,3382|People|0,0
5,0.3,3382|People|1,1
5,0.3,3382|People|2,1
5,0.3,3382|Lamp|0,1
5,0.3,3382|Lamp|1,1
5,0.3,3382|Lamp|2,1
5,0.3,3382|Lamp|3,0
5,0.3,3382|Lamp|4,0
5,0.3,3383|People|0,0
5,0.3,3383|People|1,1
5,0.3,3383|People|2,1
5,0.3,3383|Lamp|0,1
5,0.3,3383|Lamp|1,0
5,0.3,3383|Lamp|2,1
5,0.3,3383|Lamp|3,0
5,0.3,3383|Lamp|4,0
5,0.3,3384|People|0,0
5,0.3,3384|People|1,0
5,0.3,3384|People|2,1
5,0.3,3384|People|3,1
5,0.3,3384|Lamp|0,1
5,0.3,3384|Lamp|1,1
5,0.3,3384|Lamp|2,1
5,0.3,3384|Lamp|3,0
5,0.3,3384|Lamp|4,0
5,0.3,3389|People|0,0
5,0.3,3389|People|1,1
5,0.3,3389|People|2,0
5,0.3,3389|People|3,1
5,0.3,3389|Lamp|0,1
5,0.3,3389|Lamp|1,0
5,0.3,3389|Lamp|2,0
5,0.3,3389|Lamp|3,0
5,0.3,3389|Lamp|4,0
5,0.3,3390|People|0,1
5,0.3,3390|People|1,0
5,0.3,3390|People|2,1
5,0.3,3390|People|3,1
5,0.3,3390|Lamp|0,1
5,0.3,3390|Lamp|1,0
5,0.3,3390|Lamp|2,0
5,0.3,3390|Lamp|3,0
5,0.3,3390|Lamp|4,0
5,0.3,3392|People|0,0
5,0.3,3392|People|1,1
5,0.3,3392|People|2,1
5,0.3,3392|People|3,0
5,0.3,3392|People|4,0
5,0.3,3392|People|5,1
5,0.3,3392|Lamp|0,1
5,0.3,3392|Lamp|1,0
5,0.3,3392|Lamp|2,0
5,0.3,3392|Lamp|3,0
5,0.3,3392|Lamp|4,0
5,0.3,3395|People|0,1
5,0.3,3395|People|1,1
5,0.3,3395|People|2,0
5,0.3,3395|People|3,1
5,0.3,3395|People|4,0
5,0.3,3395|People|5,0
5,0.3,3395|People|6,0
5,0.3,3395|People|7,0
5,0.3,3395|Lamp|0,1
5,0.3,3395|Lamp|1,1
5,0.3,3395|Lamp|2,1
5,0.3,3395|Lamp|3,0
5,0.3,3395|Lamp|4,0
5,0.3,3397|People|0,1
5,0.3,3397|People|1,1
5,0.3,3397|People|2,0
5,0.3,3397|People|3,1
5,0.3,3397|People|4,0
5,0.3,3397|People|5,0
5,0.3,3397|People|6,0
5,0.3,3397|Lamp|0,1
5,0.3,3397|Lamp|1,1
5,0.3,3397|Lamp|2,1
5,0.3,3397|Lamp|3,0
5,0.3,3397|Lamp|4,0
5,0.3,3398|People|0,1
5,0.3,3398|People|1,1
5,0.3,3398|People|2,0
5,0.3,3398|People|3,0
5,0.3,3398|People|4,0
5,0.3,3398|People|5,1
5,0.3,3398|Lamp|0,1
5,0.3,3398|Lamp|1,0
5,0.3,3398|Lamp|2,0
5,0.3,3398|Lamp|3,0
5,0.3,3398|Lamp|4,0
5,0.3,3405|People|0,1
5,0.3,3405|People|1,0
5,0.3,3405|People|2,0
5,0.3,3405|Lamp|0,1
5,0.3,3405|Lamp|1,1
5,0.3,3405|Lamp|2,1
5,0.3,3405|Lamp|3,1
5,0.3,3408|People|0,1
5,0.3,3408|People|1,0
5,0.3,3408|People|2,0
5,0.3,3408|People|3,0
5,0.3,3408|Lamp|0,1
5,0.3,3408|Lamp|1,1
5,0.3,3408|Lamp|2,1
5,0.3,3408|Lamp|3,1
5,0.3,3409|People|0,0
5,0.3,3409|People|1,0
5,0.3,3409|Lamp|0,1
5,0.3,3409|Lamp|1,1
5,0.3,3409|Lamp|2,1
5,0.3,3409|Lamp|3,1
5,0.3,3566|People|0,0
5,0.3,3566|Lamp|0,1
5,0.3,3681|People|0,0
5,0.3,3681|Lamp|0,1
5,0.3,3681|Lamp|1,1
5,0.3,3681|Lamp|2,1
5,0.3,3681|Lamp|3,1
5,0.3,3682|People|0,0
5,0.3,3682|Lamp|0,1
5,0.3,3682|Lamp|1,1
5,0.3,3682|Lamp|2,1
5,0.3,3682|Lamp|3,1
5,0.3,3683|People|0,0
5,0.3,3683|Lamp|0,1
5,0.3,3683|Lamp|1,1
5,0.3,3683|Lamp|2,1
5,0.3,3683|Lamp|3,1
5,0.3,3687|People|0,0
5,0.3,3687|People|1,0
5,0.3,3687|People|2,0
5,0.3,3687|Lamp|0,1
5,0.3,3687|Lamp|1,1
5,0.3,3687|Lamp|2,1
5,0.3,3687|Lamp|3,1
5,0.3,3688|People|0,0
5,0.3,3688|People|1,0
5,0.3,3688|People|2,0
5,0.3,3688|Lamp|0,1
5,0.3,3688|Lamp|1,1
5,0.3,3688|Lamp|2,1
5,0.3,3688|Lamp|3,1
5,0.3,3689|People|0,0
5,0.3,3689|Lamp|0,0
5,0.3,3689|Lamp|1,0
5,0.3,3689|Lamp|2,0
5,0.3,3689|Lamp|3,0
25,0.1,63|People|0,1
25,0.1,63|People|1,1
25,0.1,63|People|2,1
25,0.1,63|People|3,1
25,0.1,63|People|4,0
25,0.1,63|Lamp|0,0
25,0.1,64|People|0,0
25,0.1,64|People|1,0
25,0.1,64|People|2,0
25,0.1,64|People|3,1
25,0.1,64|People|4,1
25,0.1,64|People|5,1
25,0.1,64|Lamp|0,0
25,0.1,71|People|0,0
25,0.1,71|People|1,0
25,0.1,71|Lamp|0,0
25,0.1,73|People|0,0
25,0.1,73|People|1,1
25,0.1,73|Lamp|0,0
25,0.1,78|People|0,0
25,0.1,78|People|1,1
25,0.1,78|People|2,1
25,0.1,78|People|3,1
25,0.1,78|People|4,0
25,0.1,78|People|5,0
25,0.1,78|Lamp|0,0
25,0.1,111|People|0,1
25,0.1,111|People|1,1
25,0.1,111|People|2,1
25,0.1,111|People|3,1
25,0.1,111|People|4,0
25,0.1,111|People|5,1
25,0.1,111|People|6,1
25,0.1,111|Lamp|0,1
25,0.1,111|Lamp|1,1
25,0.1,111|Lamp|2,0
25,0.1,111|Lamp|3,1
25,0.1,114|People|0,1
25,0.1,114|People|1,1
25,0.1,114|People|2,1
25,0.1,114|People|3,1
25,0.1,114|People|4,1
25,0.1,114|People|5,1
25,0.1,114|People|6,0
25,0.1,114|Lamp|0,0
25,0.1,114|Lamp|1,1
25,0.1,114|Lamp|2,1
25,0.1,116|People|0,1
25,0.1,116|People|1,1
25,0.1,116|People|2,1
25,0.1,116|People|3,1
25,0.1,116|People|4,1
25,0.1,116|People|5,1
25,0.1,116|People|6,1
25,0.1,116|People|7,0
25,0.1,116|Lamp|0,0
25,0.1,116|Lamp|1,1
25,0.1,116|Lamp|2,1
25,0.1,116|Lamp|3,1
25,0.1,118|People|0,1
25,0.1,118|People|1,1
25,0.1,118|People|2,1
25,0.1,118|People|3,1
25,0.1,118|People|4,1
25,0.1,118|People|5,0
25,0.1,118|People|6,1
25,0.1,118|People|7,1
25,0.1,118|Lamp|0,1
25,0.1,118|Lamp|1,1
25,0.1,118|Lamp|2,1
25,0.1,118|Lamp|3,1
25,0.1,123|People|0,1
25,0.1,123|People|1,1
25,0.1,123|People|2,0
25,0.1,123|People|3,1
25,0.1,123|People|4,1
25,0.1,123|People|5,1
25,0.1,123|People|6,1
25,0.1,123|Lamp|0,1
25,0.1,123|Lamp|1,1
25,0.1,123|Lamp|2,0
25,0.1,123|Lamp|3,1
25,0.1,123|Lamp|4,1
25,0.1,125|People|0,0
25,0.1,125|People|1,1
25,0.1,125|People|2,1
25,0.1,125|People|3,1
25,0.1,125|People|4,1
25,0.1,125|People|5,1
25,0.1,125|People|6,0
25,0.1,125|People|7,0
25,0.1,125|Lamp|0,1
25,0.1,125|Lamp|1,1
25,0.1,125|Lamp|2,1
25,0.1,125|Lamp|3,1
25,0.1,125|Lamp|4,1
25,0.1,126|People|0,0
25,0.1,126|People|1,1
25,0.1,126|People|2,1
25,0.1,126|People|3,0
25,0.1,126|People|4,0
25,0.1,126|People|5,1
25,0.1,126|People|6,0
25,0.1,126|People|7,1
25,0.1,126|People|8,0
25,0.1,126|Lamp|0,1
25,0.1,126|Lamp|1,1
25,0.1,126|Lamp|2,1
25,0.1,126|Lamp|3,1
25,0.1,126|Lamp|4,1
25,0.1,127|People|0,0
25,0.1,127|People|1,0
25,0.1,127|People|2,1
25,0.1,127|People|3,1
25,0.1,127|People|4,0
25,0.1,127|People|5,1
25,0.1,127|People|6,1
25,0.1,127|People|7,1
25,0.1,127|People|8,0
25,0.1,127|People|9,1
25,0.1,127|Lamp|0,1
25,0.1,127|Lamp|1,0
25,0.1,127|Lamp|2,1
25,0.1,127|Lamp|3,1
25,0.1,127|Lamp|4,1
25,0.1,129|People|0,0
25,0.1,129|People|1,1
25,0.1,129|People|2,1
25,0.1,129|People|3,0
25,0.1,129|People|4,0
25,0.1,129|People|5,0
25,0.1,129|People|6,0
25,0.1,129|People|7,1
25,0.1,129|Lamp|0,1
25,0.1,129|Lamp|1,0
25,0.1,129|Lamp|2,1
25,0.1,129|Lamp|3,1
25,0.1,129|Lamp|4,0
25,0.1,130|People|0,0
25,0.1,130|People|1,0
25,0.1,130|People|2,0
25,0.1,130|People|3,1
25,0.1,130|People|4,0
25,0.1,130|People|5,0
25,0.1,130|Lamp|0,1
25,0.1,130|Lamp|1,0
25,0.1,130|Lamp|2,1
25,0.1,130|Lamp|3,0
25,0.1,132|People|0,0
25,0.1,132|People|1,1
25,0.1,132|People|2,0
25,0.1,132|People|3,1
25,0.1,132|People|4,1
25,0.1,132|People|5,1
25,0.1,132|Lamp|0,1
25,0.1,132|Lamp|1,0
25,0.1,132|Lamp|2,0
25,0.1,132|Lamp|3,0
25,0.1,135|People|0,0
25,0.1,135|People|1,0
25,0.1,135|People|2,1
25,0.1,135|People|3,1
25,0.1,135|People|4,0
25,0.1,135|People|5,0
25,0.1,135|People|6,0
25,0.1,135|People|7,0
25,0.1,135|People|8,1
25,0.1,135|People|9,1
25,0.1,135|People|10,0
25,0.1,135|Lamp|0,0
25,0.1,135|Lamp|1,1
25,0.1,135|Lamp|2,0
25,0.1,136|People|0,0
25,0.1,136|People|1,0
25,0.1,136|People|2,1
25,0.1,136|People|3,0
25,0.1,136|People|4,1
25,0.1,136|People|5,1
25,0.1,136|People|6,1
25,0.1,136|People|7,0
25,0.1,136|Lamp|0,1
25,0.1,136|Lamp|1,0
25,0.1,136|Lamp|2,1
25,0.1,138|People|0,0
25,0.1,138|People|1,0
25,0.1,138|People|2,0
25,0.1,138|People|3,0
25,0.1,138|People|4,0
25,0.1,138|People|5,0
25,0.1,138|People|6,0
25,0.1,138|People|7,0
25,0.1,138|People|8,1
25,0.1,138|People|9,0
25,0.1,138|People|10,0
25,0.1,138|Lamp|0,1
25,0.1,138|Lamp|1,0
25,0.1,138|Lamp|2,1
25,0.1,143|People|0,0
25,0.1,143|People|1,0
25,0.1,143|People|2,1
25,0.1,143|People|3,0
25,0.1,143|People|4,1
25,0.1,143|People|5,0
25,0.1,143|People|6,0
25,0.1,143|Lamp|0,0
25,0.1,143|Lamp|1,0
25,0.1,144|People|0,0
25,0.1,144|People|1,1
25,0.1,144|People|2,1
25,0.1,144|People|3,0
25,0.1,144|People|4,0
25,0.1,144|People|5,0
25,0.1,144|People|6,0
25,0.1,144|Lamp|0,1
25,0.1,144|Lamp|1,0
25,0.1,147|People|0,1
25,0.1,147|People|1,0
25,0.1,147|People|2,1
25,0.1,147|People|3,1
25,0.1,147|People|4,0
25,0.1,147|People|5,0
25,0.1,147|People|6,1
25,0.1,147|People|7,0
25,0.1,147|People|8,0
25,0.1,147|People|9,1
25,0.1,147|People|10,0
25,0.1,147|People|11,1
25,0.1,147|Lamp|0,0
25,0.1,186|People|0,0
25,0.1,186|People|1,1
25,0.1,186|People|2,0
25,0.1,186|People|3,0
25,0.1,186|People|4,0
25,0.1,186|People|5,1
25,0.1,186|Lamp|0,1
25,0.1,187|People|0,0
25,0.1,187|People|1,1
25,0.1,187|People|2,0
25,0.1,187|People|3,1
25,0.1,187|People|4,1
25,0.1,187|People|5,0
25,0.1,187|Lamp|0,1
25,0.1,188|People|0,1
25,0.1,188|People|1,1
25,0.1,188|People|2,1
25,0.1,188|People|3,1
25,0.1,188|People|4,0
25,0.1,188|People|5,0
25,0.1,188|Lamp|0,1
25,0.1,191|People|0,1
25,0.1,191|People|1,1
25,0.1,191|People|2,1
25,0.1,191|People|3,1
25,0.1,191|People|4,1
25,0.1,191|People|5,1
25,0.1,191|Lamp|0,1
25,0.1,193|People|0,1
25,0.1,193|People|1,1
25,0.1,193|People|2,1
25,0.1,193|People|3,1
25,0.1,193|People|4,1
25,0.1,193|People|5,1
25,0.1,193|Lamp|0,1
25,0.1,196|People|0,1
25,0.1,196|People|1,1
25,0.1,196|People|2,1
25,0.1,196|People|3,1
25,0.1,196|People|4,1
25,0.1,196|People|5,0
25,0.1,196|People|6,1
25,0.1,196|People|7,1
25,0.1,196|People|8,1
25,0.1,196|Lamp|0,1
25,0.1,196|Lamp|1,1
25,0.1,196|Lamp|2,0
25,0.1,199|People|0,1
25,0.1,199|People|1,1
25,0.1,199|People|2,1
25,0.1,199|People|3,1
25,0.1,199|People|4,1
25,0.1,199|People|5,1
25,0.1,199|People|6,1
25,0.1,199|Lamp|0,1
25,0.1,199|Lamp|1,1
25,0.1,204|People|0,1
25,0.1,204|People|1,1
25,0.1,204|People|2,1
25,0.1,204|People|3,1
25,0.1,204|People|4,1
25,0.1,204|People|5,1
25,0.1,204|People|6,1
25,0.1,204|People|7,1
25,0.1,204|Lamp|0,1
25,0.1,204|Lamp|1,1
25,0.1,204|Lamp|2,0
25,0.1,205|People|0,0
25,0.1,205|People|1,1
25,0.1,205|People|2,1
25,0.1,205|People|3,1
25,0.1,205|People|4,1
25,0.1,205|People|5,1
25,0.1,205|People|6,1
25,0.1,205|People|7,0
25,0.1,205|People|8,1
25,0.1,205|Lamp|0,1
25,0.1,205|Lamp|1,1
25,0.1,205|Lamp|2,0
25,0.1,206|People|0,1
25,0.1,206|People|1,1
25,0.1,206|People|2,1
25,0.1,206|People|3,1
25,0.1,206|People|4,1
25,0.1,206|People|5,1
25,0.1,206|People|6,0
25,0.1,206|People|7,0
25,0.1,206|Lamp|0,1
25,0.1,209|People|0,1
25,0.1,209|Lamp|0,1
25,0.1,210|People|0,1
25,0.1,210|People|1,1
25,0.1,210|People|2,0
25,0.1,210|Lamp|0,1
25,0.1,213|People|0,1
25,0.1,213|People|1,1
25,0.1,213|People|2,1
25,0.1,213|People|3,0
25,0.1,213|People|4,0
25,0.1,213|People|5,0
25,0.1,213|People|6,0
25,0.1,213|People|7,0
25,0.1,213|Lamp|0,1
25,0.1,213|Lamp|1,1
25,0.1,213|Lamp|2,0
25,0.1,217|People|0,0
25,0.1,217|People|1,0
25,0.1,217|Lamp|0,0
25,0.1,222|People|0,1
25,0.1,222|People|1,1
25,0.1,222|People|2,0
25,0.1,222|People|3,1
25,0.1,222|People|4,1
25,0.1,222|People|5,1
25,0.1,222|People|6,1
25,0.1,222|People|7,0
25,0.1,222|People|8,1
25,0.1,222|Lamp|0,0
25,0.1,222|Lamp|1,0
25,0.1,222|Lamp|2,1
25,0.1,222|Lamp|3,1
25,0.1,222|Lamp|4,0
25,0.1,222|Lamp|5,1
25,0.1,222|Lamp|6,0
25,0.1,231|People|0,0
25,0.1,231|People|1,1
25,0.1,231|People|2,1
25,0.1,231|People|3,1
25,0.1,231|People|4,1
25,0.1,231|People|5,0
25,0.1,231|People|6,1
25,0.1,231|People|7,1
25,0.1,231|People|8,0
25,0.1,231|People|9,1
25,0.1,231|People|10,0
25,0.1,231|People|11,0
25,0.1,231|Lamp|0,1
25,0.1,231|Lamp|1,1
25,0.1,231|Lamp|2,1
25,0.1,231|Lamp|3,1
25,0.1,231|Lamp|4,1
25,0.1,232|People|0,0
25,0.1,232|People|1,0
25,0.1,232|People|2,0
25,0.1,232|People|3,1
25,0.1,232|People|4,0
25,0.1,232|People|5,1
25,0.1,232|People|6,1
25,0.1,232|People|7,1
25,0.1,232|People|8,1
25,0.1,232|People|9,0
25,0.1,232|People|10,0
25,0.1,232|People|11,0
25,0.1,232|Lamp|0,1
25,0.1,232|Lamp|1,0
25,0.1,232|Lamp|2,1
25,0.1,232|Lamp|3,1
25,0.1,232|Lamp|4,0
25,0.1,232|Lamp|5,0
25,0.1,240|People|0,1
25,0.1,240|People|1,0
25,0.1,240|People|2,1
25,0.1,240|People|3,1
25,0.1,240|People|4,1
25,0.1,240|People|5,1
25,0.1,240|People|6,0
25,0.1,240|Lamp|0,0
25,0.1,240|Lamp|1,0
25,0.1,240|Lamp|2,1
25,0.1,240|Lamp|3,0
25,0.1,240|Lamp|4,0
25,0.1,388|People|0,1
25,0.1,388|People|1,1
25,0.1,388|People|2,1
25,0.1,388|People|3,1
25,0.1,388|People|4,1
25,0.1,388|People|5,1
25,0.1,388|People|6,1
25,0.1,388|People|7,1
25,0.1,388|People|8,1
25,0.1,388|People|9,1
25,0.1,388|Lamp|0,1
25,0.1,389|People|0,1
25,0.1,389|People|1,1
25,0.1,389|People|2,0
25,0.1,389|People|3,1
25,0.1,389|People|4,1
25,0.1,389|People|5,1
25,0.1,389|People|6,1
25,0.1,389|People|7,1
25,0.1,389|People|8,1
25,0.1,389|People|9,1
25,0.1,389|Lamp|0,0
25,0.1,389|Lamp|1,1
25,0.1,392|People|0,1
25,0.1,392|People|1,1
25,0.1,392|People|2,0
25,0.1,392|People|3,1
25,0.1,392|Lamp|0,1
25,0.1,392|Lamp|1,1
25,0.1,394|People|0,1
25,0.1,394|People|1,1
25,0.1,394|People|2,1
25,0.1,394|People|3,1
25,0.1,394|People|4,1
25,0.1,394|People|5,1
25,0.1,394|Lamp|0,1
25,0.1,394|Lamp|1,1
25,0.1,395|People|0,0
25,0.1,395|People|1,0
25,0.1,395|People|2,1
25,0.1,395|People|3,1
25,0.1,395|People|4,1
25,0.1,395|People|5,1
25,0.1,395|People|6,1
25,0.1,395|Lamp|0,1
25,0.1,395|Lamp|1,1
25,0.1,396|People|0,0
25,0.1,396|People|1,0
25,0.1,396|People|2,1
25,0.1,396|People|3,1
25,0.1,396|People|4,1
25,0.1,396|People|5,1
25,0.1,396|Lamp|0,1
25,0.1,396|Lamp|1,1
25,0.1,409|People|0,1
25,0.1,409|People|1,1
25,0.1,409|People|2,0
25,0.1,409|People|3,1
25,0.1,409|People|4,1
25,0.1,409|Lamp|0,0
25,0.1,410|People|0,1
25,0.1,410|People|1,0
