r,m,Fo
5,1.45,1.385934135749422
5,1.46,1.384426890736413
5,1.47,1.382935288345245
5,1.48,1.38144812013613
5,1.49,1.379956335318904
5,1.5,1.37848680175423
5,1.51,1.3770388950490962
5,1.52,1.3755719379692932
5,1.53,1.3741285617160355
5,1.54,1.3726766002126016
5,1.55,1.3712325802686156
5,1.56,1.3698233502547297
5,1.57,1.3683964210486728
5,1.58,1.3669813947727334
5,1.59,1.3656045931047522
5,1.6,1.3642118229387996
5,1.61,1.3628321139669726
5,1.62,1.3614607408118538
5,1.63,1.3601111068291984
5,1.64,1.3587606207286675
5,1.65,1.3574074457467973
5,1.66,1.356059451459247
5,1.67,1.3547011709060142
5,1.68,1.353385372526595
5,1.69,1.35205750436695
5,1.7,1.350734092760946
5,1.71,1.349429797204604
5,1.72,1.348140589259027
5,1.73,1.3468452037507717
5,1.74,1.345552411031698
5,1.75,1.3442872281193425
5,1.76,1.3430003397191834
5,1.77,1.3417561533922235
5,1.78,1.340508162968885
5,1.79,1.3392412045648978
5,1.8,1.337991181633912
5,1.81,1.3367240568070031
5,1.82,1.3354609765154855
5,1.83,1.3342123265644652
5,1.84,1.3329677921527963
5,1.85,1.3317415095547824
5,1.86,1.3305077152100637
5,1.87,1.3292945504378506
5,1.88,1.3280626688201165
5,1.89,1.3268176450294304
5,1.9,1.3256004106937789
5,1.91,1.3244208241659565
5,1.92,1.3232403525491252
5,1.93,1.322048688208324
5,1.94,1.3208912493603016
5,1.95,1.319652550663011
5,1.96,1.3184627270769569
5,1.97,1.3172550183018865
5,1.98,1.3160540233625324
5,1.99,1.3149235360244325
5,2.0,1.3138207299341875
6,0.01,1.760245425990515
6,0.02,1.761864436564194
6,0.03,1.7630917430051192
6,0.04,1.763977087673874
6,0.05,1.764445714219938
6,0.06,1.764518463531488
6,0.07,1.7641848813439802
6,0.08,1.7634925072925667
6,0.09,1.762484954792031
6,0.1,1.7611551652269641
6,0.11,1.7595836238672165
6,0.12,1.7577709714899103
6,0.13,1.755719338623732
6,0.14,1.7534356061886536
6,0.15,1.7508983031364689
6,0.16,1.7481439990093082
6,0.17,1.7451476499457546
6,0.18,1.7420269102688895
6,0.19,1.7387728348835534
6,0.2,1.7354347567528878
6,0.21,1.7320408879145628
6,0.22,1.7284912265036556
6,0.23,1.7248476587371744
6,0.24,1.7210848493608195
6,0.25,1.7172230227108594
6,0.26,1.713323514445225
6,0.27,1.7094176752301884
6,0.28,1.7055014721497905
6,0.29,1.7015444563368198
6,0.3,1.6975541875509617
6,0.31,1.6935515317582388
6,0.32,1.6895302232837788
6,0.33,1.6855082895583522
6,0.34,1.6814650245658378
6,0.35,1.6774022436877287
6,0.36,1.6733278137133052
6,0.37,1.6692484761255189
6,0.38,1.6651948318958183
6,0.39,1.6611560661688973
6,0.4,1.6570946011576175
6,0.41,1.65307636456379
6,0.42,1.6490647650155221
6,0.43,1.6450641021984815
6,0.44,1.6410919332286096
6,0.45,1.6371206656900608
6,0.46,1.6331837540658967
6,0.47,1.6292746396325242
6,0.48,1.62538156803069
6,0.49,1.621524495472326
6,0.5,1.6176462424035645
6,0.51,1.613885665400493
6,0.52,1.610096539868043
6,0.53,1.6063528454262588
6,0.54,1.602633486150859
6,0.55,1.5989347823458466
6,0.56,1.5952752448898606
6,0.57,1.5916495337146062
6,0.58,1.5880582310506524
6,0.59,1.5844897716836517
6,0.6,1.5809365227682433
6,0.61,1.577446664718762
6,0.62,1.573989278393303
6,0.63,1.5705419352345331
6,0.64,1.5671269076478627
6,0.65,1.5637643748612902
6,0.66,1.560429743427842
6,0.67,1.5571327854764985
6,0.68,1.5538611497639474
6,0.69,1.5506178679713196
6,0.7,1.5474136108914032
6,0.71,1.544239564523165
6,0.72,1.541102119256666
6,0.73,1.538000419048256
6,0.74,1.5349376238103252
6,0.75,1.5318821983054738
6,0.76,1.528891878429975
6,0.77,1.5259241487674255
6,0.78,1.522986760303172
6,0.79,1.520096932184221
6,0.8,1.5172014859340386
6,0.81,1.5143899959201175
6,0.82,1.5115887811590172
6,0.83,1.5088198122587908
6,0.84,1.5060741268515214
6,0.85,1.503356211558523
6,0.86,1.500677289894156
6,0.87,1.4980485626618296
6,0.88,1.4954221441878968
6,0.89,1.4928387942880406
6,0.9,1.4902699945287585
6,0.91,1.4877315174776309
6,0.92,1.4852217226540112
6,0.93,1.4827284575852453
6,0.94,1.480267456809217
6,0.95,1.4778444722285566
6,0.96,1.4754456565885177
6,0.97,1.4730704354198434
6,0.98,1.4707157832432411
6,0.99,1.4684018646604386
6,1.0,1.4660351696211162
6,1.01,1.46382816375914
6,1.02,1.4615792921705097
6,1.03,1.4593456491572159
6,1.04,1.4571443302824578
6,1.05,1.4549567860969177
6,1.06,1.45279421309087
6,1.07,1.450657990373762
6,1.08,1.448543394580587
6,1.09,1.446433878968201
6,1.1,1.444348214021512
6,1.11,1.4422959407336098
6,1.12,1.4402660515151702
6,1.13,1.4382503944494944
6,1.14,1.4362614325107783
6,1.15,1.4342768374621941
6,1.16,1.432304714793978
6,1.17,1.430355756722441
6,1.18,1.4284329470600026
6,1.19,1.4265148160511283
6,1.2,1.4245923184689673
6,1.21,1.422731789928309
6,1.22,1.4208666699787151
6,1.23,1.4190086305976883
6,1.24,1.4171684100543136
6,1.25,1.4153505473141024
6,1.26,1.413558638088344
6,1.27,1.4117801953875002
6,1.28,1.409997196483382
6,1.29,1.4082280358095585
6,1.3,1.4064778172917798
6,1.31,1.4047550908080846
6,1.32,1.403041060716981
6,1.33,1.401345267107419
6,1.34,1.3996410134264068
6,1.35,1.3979711085594004
6,1.36,1.396287802570588
6,1.37,1.3946263067901061
6,1.38,1.3929760791038994
6,1.39,1.3913453534732267
6,1.4,1.3897125858381685
6,1.41,1.3881044671162648
6,1.42,1.386489555823071
6,1.43,1.3849014382057252
6,1.44,1.3833212237567623
6,1.45,1.3817486129332217
6,1.46,1.380185114291824
6,1.47,1.3786535096925794
6,1.48,1.3770977028132256
6,1.49,1.375567590592184
6,1.5,1.3740449037538294
6,1.51,1.3725446333335325
6,1.52,1.3710486871051062
6,1.53,1.369542498418656
6,1.54,1.368024201865957
6,1.55,1.3665657346601439
6,1.56,1.3650830641866614
6,1.57,1.3635997137770373
6,1.58,1.3621410878191467
6,1.59,1.3607211098308765
6,1.6,1.3592736347114134
6,1.61,1.3578330598619388
6,1.62,1.35639844381726
6,1.63,1.354966646201999
6,1.64,1.3535709252205441
6,1.65,1.3521530040031446
6,1.66,1.3507571905752167
6,1.67,1.3493530401530365
6,1.68,1.3479711452362029
6,1.69,1.3465735297588701
6,1.7,1.3452078330966175
6,1.71,1.3438473228792491
6,1.72,1.3425050009841797
6,1.73,1.341153729610583
6,1.74,1.3398124386847268
6,1.75,1.3384808254919662
6,1.76,1.3371260952067467
6,1.77,1.3357682049543644
6,1.78,1.334458241893823
6,1.79,1.333123228591071
6,1.8,1.331795535273794
6,1.81,1.3304622153484555
6,1.82,1.3291609062307401
6,1.83,1.3278946829051728
6,1.84,1.326549051576747
6,1.85,1.3252738082696989
6,1.86,1.3239753244102486
6,1.87,1.3226829337817896
6,1.88,1.3214119858843063
6,1.89,1.3200914518630213
6,1.9,1.3188172398376214
6,1.91,1.3175150586598443
6,1.92,1.3162749246733194
6,1.93,1.3150110638699564
6,1.94,1.3137520646704854
6,1.95,1.3124986732253126
6,1.96,1.3112496058616208
6,1.97,1.3099750281528
6,1.98,1.3087009568156998
6,1.99,1.3075229171316278
6,2.0,1.3064044206118435
7,0.01,1.7604265658998637
7,0.02,1.7622259493995578
7,0.03,1.7635739017667185
7,0.04,1.764556642209903
7,0.05,1.7651027051976869
7,0.06,1.7652221593875705
7,0.07,1.764919919630593
7,0.08,1.764234183549428
7,0.09,1.7632062481564275
7,0.1,1.7618617882374952
7,0.11,1.7602493517105013
7,0.12,1.758393690863629
7,0.13,1.7562829622218448
7,0.14,1.753932243916746
7,0.15,1.7513314156433353
7,0.16,1.7484890647580038
7,0.17,1.745409467060097
7,0.18,1.7422079985309296
7,0.19,1.7389014378866683
7,0.2,1.7354933611817618
7,0.21,1.7320261616199286
7,0.22,1.7283867034133111
7,0.23,1.724640550189121
7,0.24,1.7208009226709284
7,0.25,1.7168233327770024
7,0.26,1.7128465929951027
7,0.27,1.7088417443211712
7,0.28,1.7048307961565363
7,0.29,1.7007866436607257
7,0.3,1.6967014980642678
7,0.31,1.6926282154265657
7,0.32,1.6885235161966818
7,0.33,1.6844198494309133
7,0.34,1.6803135454189
7,0.35,1.6761950536191794
7,0.36,1.6720650457302035
7,0.37,1.6679464186307824
7,0.38,1.6638482886906936
7,0.39,1.659760486519297
7,0.4,1.6556421319306898
7,0.41,1.651584212214291
7,0.42,1.6475311031799673
7,0.43,1.6434857864027188
7,0.44,1.6394541963896117
7,0.45,1.6354479931230441
7,0.46,1.6314640745506181
7,0.47,1.6275068036378049
7,0.48,1.6235772228137806
7,0.49,1.6196845570500644
7,0.5,1.6157582849032035
7,0.51,1.611937886758205
7,0.52,1.6081063268957427
7,0.53,1.6043011239106502
7,0.54,1.6005444043073334
7,0.55,1.5968094588790755
7,0.56,1.5931160458433584
7,0.57,1.589452215148115
7,0.58,1.5858208790617905
7,0.59,1.5822088598948953
7,0.6,1.5786078514113315
7,0.61,1.5750927986067609
7,0.62,1.5715811848031953
7,0.63,1.5681233630959712
7,0.64,1.5646764939725937
7,0.65,1.5612878922204125
7,0.66,1.5579149385426134
7,0.67,1.554577736435186
7,0.68,1.5512690451563855
7,0.69,1.5480149233577567
7,0.7,1.5447725382521174
7,0.71,1.541582423159926
7,0.72,1.5384083045765522
7,0.73,1.5352883657636376
7,0.74,1.5321933007127944
7,0.75,1.5291274999919244
7,0.76,1.526103566610941
7,0.77,1.5231047421249089
7,0.78,1.5201593842434977
7,0.79,1.5172412480955468
7,0.8,1.5143128600107165
7,0.81,1.5114842817645757
7,0.82,1.5086479928061423
7,0.83,1.5058618879386465
7,0.84,1.5030956075390327
7,0.85,1.5003336241691196
7,0.86,1.497622516177504
7,0.87,1.4949535193187782
7,0.88,1.4922991022064274
7,0.89,1.4896622855103667
7,0.9,1.4870609201698788
7,0.91,1.484507635696101
7,0.92,1.4819529865885468
7,0.93,1.479453392174945
7,0.94,1.4769622321299536
7,0.95,1.4745110305111824
7,0.96,1.4720698833533843
7,0.97,1.469660445689794
7,0.98,1.467277639483714
7,0.99,1.4649134455010049
7,1.0,1.4625056772953702
7,1.01,1.4602464270882125
7,1.02,1.4579609958447308
7,1.03,1.455681459881742
7,1.04,1.4534170458842868
7,1.05,1.4512028396914267
7,1.06,1.4490007253157968
7,1.07,1.446811604764088
7,1.08,1.444638449876491
7,1.09,1.4424803830313033
7,1.1,1.4403475858469836
7,1.11,1.4382370796591768
7,1.12,1.4361337064033382
7,1.13,1.4340579501228632
7,1.14,1.4320012336606787
7,1.15,1.4299542046912428
7,1.16,1.4279144492789886
7,1.17,1.425919758833991
7,1.18,1.4239235454314523
7,1.19,1.4219496694098999
7,1.2,1.4199652348450635
7,1.21,1.4180085892704994
7,1.22,1.41609006945488
7,1.23,1.41416852774043
7,1.24,1.4122419053498476
7,1.25,1.410329998872638
7,1.26,1.4085060551967519
7,1.27,1.4066449317254968
7,1.28,1.4047926595968552
7,1.29,1.4029535767527517
7,1.3,1.401123458244521
7,1.31,1.3993311814214717
7,1.32,1.3975305662300899
7,1.33,1.3957451247250168
7,1.34,1.3940028666185889
7,1.35,1.3922719122441507
7,1.36,1.3905286001323116
7,1.37,1.3888139407868032
7,1.38,1.3870866305957248
7,1.39,1.38534749678107
7,1.4,1.3836424865104864
7,1.41,1.381932414923586
7,1.42,1.3802155707766641
7,1.43,1.3785328886850994
7,1.44,1.3768815163340156
7,1.45,1.3752471679233451
7,1.46,1.373608406306546
7,1.47,1.371959874569158
7,1.48,1.3703351269648412
7,1.49,1.3687179449027298
7,1.5,1.3671154537481496
7,1.51,1.365532386982723
7,1.52,1.3639311361427666
7,1.53,1.3623152572212025
7,1.54,1.3607323797969793
7,1.55,1.3591822559857116
7,1.56,1.357624628232868
7,1.57,1.356092860059009
7,1.58,1.3545179418831301
7,1.59,1.3529641182208618
7,1.6,1.3514349340400331
7,1.61,1.3499117187716798
7,1.62,1.348399326226895
7,1.63,1.3469136756942979
7,1.64,1.3453814144096377
7,1.65,1.3438695296785108
7,1.66,1.3423857610154304
7,1.67,1.3408769694384128
7,1.68,1.3393967693222406
7,1.69,1.33794557526798
7,1.7,1.3364775383913472
7,1.71,1.3349871379766274
7,1.72,1.3334959791249454
7,1.73,1.3320080129958014
7,1.74,1.3305400905182962
7,1.75,1.3291070279073673
7,1.76,1.3276542911324476
7,1.77,1.326216306008673
7,1.78,1.3247857723626524
7,1.79,1.3233672337630022
7,1.8,1.3219752503336333
7,1.81,1.320567202668313
7,1.82,1.3191647100290844
7,1.83,1.317779015571966
7,1.84,1.3163920671421867
7,1.85,1.3149873090038757
7,1.86,1.3135606488876153
7,1.87,1.312176514491382
7,1.88,1.3108258162223827
7,1.89,1.309441134282207
7,1.9,1.308073769999697
7,1.91,1.306697856554061
7,1.92,1.3053260902827584
7,1.93,1.3039798144143628
7,1.94,1.302651805584964
7,1.95,1.3012741342771166
7,1.96,1.2999136197166488
7,1.97,1.2984935637636328
7,1.98,1.297128886351553
7,1.99,1.2958274763810393
7,2.0,1.2946996892528637
8,0.01,1.7605663624513719
8,0.02,1.7624859500734995
8,0.03,1.7639472682372244
8,0.04,1.7650127669429316
8,0.05,1.7656473753854323
8,0.06,1.7658296515214233
8,0.07,1.7655830393334506
8,0.08,1.7649575007378535
8,0.09,1.7639678151150078
8,0.1,1.762652953324384
8,0.11,1.761076243301486
8,0.12,1.7592294946017537
8,0.13,1.7571128660226476
8,0.14,1.7547522955374044
8,0.15,1.7521069695923126
8,0.16,1.7492322460225427
8,0.17,1.7461192095362892
8,0.18,1.7428702676221104
8,0.19,1.7395279870339315
8,0.2,1.7360638805612207
8,0.21,1.7325222331146894
8,0.22,1.7288052207666693
8,0.23,1.7249873623276073
8,0.24,1.7210740974088334
8,0.25,1.7170504301021732
8,0.26,1.7130412419270948
8,0.27,1.7089826200609888
8,0.28,1.7049058578027898
8,0.29,1.7008176346025505
8,0.3,1.696666142089846
8,0.31,1.6925356157101659
8,0.32,1.6883814069133145
8,0.33,1.6842449790284952
8,0.34,1.680079756922009
8,0.35,1.6759131907310116
8,0.36,1.6717111189732308
8,0.37,1.667545155375968
8,0.38,1.66338398669453
8,0.39,1.659223140492858
8,0.4,1.6550451181656747
8,0.41,1.6509465665172633
8,0.42,1.6468294627672435
8,0.43,1.6427359967905366
8,0.44,1.6386427413175912
8,0.45,1.6345931609829272
8,0.46,1.6305402682504446
8,0.47,1.6265022431486218
8,0.48,1.6224876814685965
8,0.49,1.6185257550852408
8,0.5,1.6145357722513376
8,0.51,1.6106620222405434
8,0.52,1.6067766638228813
8,0.53,1.6029338777398383
8,0.54,1.5991363900735163
8,0.55,1.5953620785817624
8,0.56,1.5916261560306488
8,0.57,1.5879341686569572
8,0.58,1.5842706750598785
8,0.59,1.58064208234177
8,0.6,1.577025403584871
8,0.61,1.5734794954798332
8,0.62,1.5699495430059187
8,0.63,1.566444421710793
8,0.64,1.5629744247070778
8,0.65,1.5595503592469548
8,0.66,1.5561514956312585
8,0.67,1.5527865612350495
8,0.68,1.5494520561622485
8,0.69,1.5461662156217626
8,0.7,1.5429004531592732
8,0.71,1.5396780085749935
8,0.72,1.5364700330518788
8,0.73,1.533317878707953
8,0.74,1.5302071888483721
8,0.75,1.5270902409593876
8,0.76,1.5240667044892742
8,0.77,1.521041511816496
8,0.78,1.5180471175066996
8,0.79,1.5151056554546092
8,0.8,1.512171367031901
8,0.81,1.5093061663524983
8,0.82,1.5064434907930895
8,0.83,1.5036114453318186
8,0.84,1.50080439711335
8,0.85,1.4980210653948394
8,0.86,1.4952747809873852
8,0.87,1.492568886936935
8,0.88,1.4898872060889217
8,0.89,1.4872206917333832
8,0.9,1.4845760225771532
8,0.91,1.4819726420057375
8,0.92,1.4793898420985439
8,0.93,1.476859027968036
8,0.94,1.4743383873799685
8,0.95,1.4718357075665587
8,0.96,1.4693558983000556
8,0.97,1.46690204005657
8,0.98,1.4644738720534007
8,0.99,1.4620758402339844
8,1.0,1.459630013335807
8,1.01,1.4573057265374045
8,1.02,1.454961786969177
8,1.03,1.4526453003892017
8,1.04,1.4503357977527624
8,1.05,1.4480711598823541
8,1.06,1.4458238950260398
8,1.07,1.4435954796387025
8,1.08,1.4413734028604444
8,1.09,1.439174388208566
8,1.1,1.4369719998402133
8,1.11,1.4348179800483318
8,1.12,1.432670627103871
8,1.13,1.4305442334579384
8,1.14,1.4284225824765222
8,1.15,1.4263105677681098
8,1.16,1.4242286510924635
8,1.17,1.4221564875638286
8,1.18,1.4200816277607864
8,1.19,1.418035912710293
8,1.2,1.415990094242093
8,1.21,1.413975804588217
8,1.22,1.4119743152141906
8,1.23,1.4099922277510586
8,1.24,1.4080266031699138
8,1.25,1.4060856197498461
8,1.26,1.40415624142503
8,1.27,1.4022558011542303
8,1.28,1.4003586051107695
8,1.29,1.3984740519544838
8,1.3,1.3966118368530644
8,1.31,1.3947406585705633
8,1.32,1.3928662779813612
8,1.33,1.3910201802587752
8,1.34,1.3891711933715127
8,1.35,1.3873737176410927
8,1.36,1.3855395564564565
8,1.37,1.3837679487453667
8,1.38,1.3819751863258851
8,1.39,1.380180221025941
8,1.4,1.3784052424146314
8,1.41,1.3766552459706285
8,1.42,1.374857417696356
8,1.43,1.3731121976701077
8,1.44,1.371390224081755
8,1.45,1.36966541610267
8,1.46,1.3679657139723655
8,1.47,1.3662655324591022
8,1.48,1.3645789672874884
8,1.49,1.3628891365028675
8,1.5,1.3612624000535078
8,1.51,1.3595730488423168
8,1.52,1.357938720673568
8,1.53,1.3562664695604278
8,1.54,1.3545940051540437
8,1.55,1.3529365192857812
8,1.56,1.3513044848097155
8,1.57,1.3496979938165594
8,1.58,1.3480608841637516
8,1.59,1.3464334034550156
8,1.6,1.3448721507011567
8,1.61,1.3432595193069048
8,1.62,1.341645283577548
8,1.63,1.3400773914270194
8,1.64,1.3384927327092833
8,1.65,1.3368898357043044
8,1.66,1.335277186081888
8,1.67,1.3337175321732684
8,1.68,1.3321396674626858
8,1.69,1.3305723716059041
8,1.7,1.3290419879322444
8,1.71,1.3275076886555803
8,1.72,1.3259838244257727
8,1.73,1.324467491600464
8,1.74,1.3229095586831032
8,1.75,1.321377503611225
8,1.76,1.3198926050200321
8,1.77,1.3184004886152818
8,1.78,1.3169049801019121
8,1.79,1.3153858853006308
8,1.8,1.3138976845107457
8,1.81,1.3123982172021762
8,1.82,1.310913523680645
8,1.83,1.3094401038941124
8,1.84,1.3079750597257471
8,1.85,1.3064983606643805
8,1.86,1.30501760890781
8,1.87,1.3035350073799212
8,1.88,1.3020935416234782
8,1.89,1.3006526554571811
8,1.9,1.2991841334331022
8,1.91,1.2977369179638731
8,1.92,1.2963215790723632
8,1.93,1.2948631451657673
8,1.94,1.29344483439315
8,1.95,1.2919985801989078
8,1.96,1.2905711777576045
8,1.97,1.289162720382696
8,1.98,1.287715023190952
8,1.99,1.2863333684806417
8,2.0,1.2851844949387676
9,0.01,1.7606634105966428
9,0.02,1.7626763403385706
9,0.03,1.7642104869080313
9,0.04,1.7653220986033415
9,0.05,1.766008106947216
9,0.06,1.7662404981588102
9,0.07,1.7660263592442236
9,0.08,1.765443442582577
9,0.09,1.764473936486164
9,0.1,1.7631900590851803
9,0.11,1.7616159981358948
9,0.12,1.7597550658184324
9,0.13,1.7576369315919436
9,0.14,1.7552676825448528
9,0.15,1.7526189920554627
9,0.16,1.7497242835575886
9,0.17,1.7465876447064037
9,0.18,1.7433499768750986
9,0.19,1.7400112741663116
9,0.2,1.7365319692718053
9,0.21,1.7329653185463634
9,0.22,1.729233436972607
9,0.23,1.7254062664171597
9,0.24,1.7214931587543691
9,0.25,1.717465471471968
9,0.26,1.713432013379932
9,0.27,1.709367664223324
9,0.28,1.7052794282771357
9,0.29,1.7011694624888687
9,0.3,1.6970210285763523
9,0.31,1.692869172425963
9,0.32,1.6887042520871491
9,0.33,1.684548009659417
9,0.34,1.6803681877736754
9,0.35,1.6761690448935997
9,0.36,1.6719536869055762
9,0.37,1.6677455965294625
9,0.38,1.6635769243715643
9,0.39,1.659407280918497
9,0.4,1.6552420213026338
9,0.41,1.6511194693329838
9,0.42,1.6469918548464513
9,0.43,1.6428440955345638
9,0.44,1.6387244679565756
9,0.45,1.634613962314426
9,0.46,1.630533493305694
9,0.47,1.6264587196108813
9,0.48,1.6224352953383938
9,0.49,1.6184649419595376
9,0.5,1.6144871214548757
9,0.51,1.6106049745431743
9,0.52,1.606726298628401
9,0.53,1.6028715818448536
9,0.54,1.599044601584307
9,0.55,1.5952727115606997
9,0.56,1.591525481609352
9,0.57,1.5878076583866436
9,0.58,1.584124273950603
9,0.59,1.580484921758005
9,0.6,1.5768511133456398
9,0.61,1.573286832937636
9,0.62,1.5697447964488032
9,0.63,1.5662235604821877
9,0.64,1.562733264957526
9,0.65,1.559267041258229
9,0.66,1.5558446693085555
9,0.67,1.552464953791672
9,0.68,1.5491280961989633
9,0.69,1.5458132916386422
9,0.7,1.542531777933073
9,0.71,1.5393042127404086
9,0.72,1.5360723658420803
9,0.73,1.5329137819844927
9,0.74,1.5297863203801485
9,0.75,1.526669354712957
9,0.76,1.523590801311964
9,0.77,1.5205593841313594
9,0.78,1.5175398887648324
9,0.79,1.5145634015623244
9,0.8,1.5115847202676491
9,0.81,1.5086888243253174
9,0.82,1.5058028452791143
9,0.83,1.5029249803842466
9,0.84,1.5000897402081275
9,0.85,1.4972938097012143
9,0.86,1.4945011056477526
9,0.87,1.4917655280957434
9,0.88,1.489035294426982
9,0.89,1.4863395370497072
9,0.9,1.483677575196965
9,0.91,1.4810370811345344
9,0.92,1.4784186382680724
9,0.93,1.4758382877642855
9,0.94,1.473272424851362
9,0.95,1.4707130561104835
9,0.96,1.46821129656089
9,0.97,1.4657062845146738
9,0.98,1.4632267681247917
9,0.99,1.4607794727084544
9,1.0,1.4583100659981791
9,1.01,1.4559474955104446
9,1.02,1.4535567050121128
9,1.03,1.4511964376992381
9,1.04,1.4488726951394593
9,1.05,1.446548376899501
9,1.06,1.444253078303844
9,1.07,1.4419599709066748
9,1.08,1.4397025082073356
9,1.09,1.4374407281028463
9,1.1,1.435212655235491
9,1.11,1.4330272879226194
9,1.12,1.4308256431305637
9,1.13,1.4286586011936702
9,1.14,1.4265107307656135
9,1.15,1.424358197332792
9,1.16,1.4221987132920104
9,1.17,1.4200642251656221
9,1.18,1.4179532643867636
9,1.19,1.4158890780921862
9,1.2,1.4137977437529832
9,1.21,1.411741095015848
9,1.22,1.4096952026447365
9,1.23,1.4076835984537024
9,1.24,1.40569642952068
9,1.25,1.4037062451515128
9,1.26,1.4017166531571184
9,1.27,1.3997603074397562
9,1.28,1.3978263720281756
9,1.29,1.3958708993906104
9,1.3,1.3939517899209004
9,1.31,1.3920579031352514
9,1.32,1.3901422120259657
9,1.33,1.3882444403534608
9,1.34,1.3863486068394313
9,1.35,1.3844774484484172
9,1.36,1.3826329660233514
9,1.37,1.3807705568369615
9,1.38,1.3789472102449523
9,1.39,1.3771213863330445
9,1.4,1.3753588483386732
9,1.41,1.3735187343782498
9,1.42,1.371714522769164
9,1.43,1.3699289972663777
9,1.44,1.368163042603704
9,1.45,1.3663841262381784
9,1.46,1.3645986613355123
9,1.47,1.3628419383084298
9,1.48,1.3610850184475307
9,1.49,1.3593567465411713
9,1.5,1.3576771277690873
9,1.51,1.355910679291614
9,1.52,1.3541836669463105
9,1.53,1.3524713299710633
9,1.54,1.3507648403505346
9,1.55,1.3490617364428303
9,1.56,1.3473989917071025
9,1.57,1.345718773046577
9,1.58,1.344038135108932
9,1.59,1.3423474191149314
9,1.6,1.3407004109864218
9,1.61,1.3390578637319919
9,1.62,1.337399791716675
9,1.63,1.3357607307053871
9,1.64,1.3341416584249
9,1.65,1.3324569396551083
9,1.66,1.3308176772413587
9,1.67,1.3292015353449769
9,1.68,1.327617493434521
9,1.69,1.3260146431649127
9,1.7,1.3244315843982157
9,1.71,1.3227907018937561
9,1.72,1.32122396005162
9,1.73,1.3196118983713427
9,1.74,1.3180093201433094
9,1.75,1.316434076051995
9,1.76,1.314878207226951
9,1.77,1.3133288386263926
9,1.78,1.3117971016610535
9,1.79,1.310241581589546
9,1.8,1.3086897911905586
9,1.81,1.3071348647664875
9,1.82,1.3056028164095748
9,1.83,1.3040761166730896
9,1.84,1.3025516796596632
9,1.85,1.3010391808706794
9,1.86,1.2995408563356583
9,1.87,1.298034516923171
9,1.88,1.2965317171802992
9,1.89,1.2950517131903896
9,1.9,1.2935473312405905
9,1.91,1.292011514625601
9,1.92,1.290554503759511
9,1.93,1.2890781164161895
9,1.94,1.287616603742814
9,1.95,1.2861569029840112
9,1.96,1.2846765690511832
9,1.97,1.2831966410552595
9,1.98,1.2816813666609204
9,1.99,1.2802303260775563
9,2.0,1.2790670467131446
10,0.01,1.7607798973321254
10,0.02,1.7629058419897767
10,0.03,1.7645139661832079
10,0.04,1.7657165027668331
10,0.05,1.7664619658811926
10,0.06,1.7667443204418032
10,0.07,1.7665713919337989
10,0.08,1.7660001578754956
10,0.09,1.765048043601383
10,0.1,1.763766268298055
10,0.11,1.762174617030829
10,0.12,1.7603037261996484
10,0.13,1.7581833198460413
10,0.14,1.7557590943701316
10,0.15,1.7530624972253055
10,0.16,1.7501202437786063
10,0.17,1.7469683308788924
10,0.18,1.7437301907618903
10,0.19,1.7403702387539788
10,0.2,1.7368655804945548
10,0.21,1.733229294814681
10,0.22,1.7294661045093234
10,0.23,1.7256159145070076
10,0.24,1.7217278348141793
10,0.25,1.7177313507677034
10,0.26,1.7136998990116845
10,0.27,1.7096206635355788
10,0.28,1.7054909787716503
10,0.29,1.7013576755904236
10,0.3,1.697176004845929
10,0.31,1.6929954738341806
10,0.32,1.688808257283365
10,0.33,1.684634013352466
10,0.34,1.6804258364912943
10,0.35,1.6762100861208633
10,0.36,1.6719510824691668
10,0.37,1.6677115572713763
10,0.38,1.6634976902741387
10,0.39,1.6593059922800253
10,0.4,1.6551050729003405
10,0.41,1.6509495950570499
10,0.42,1.6467871256076745
10,0.43,1.6426251400511631
10,0.44,1.6384756778135021
10,0.45,1.6343590529274732
10,0.46,1.6302521675284183
10,0.47,1.6261666300326887
10,0.48,1.6221400790762626
10,0.49,1.6181301415113778
10,0.5,1.6141276477876756
10,0.51,1.6102140885246754
10,0.52,1.6062958139212027
10,0.53,1.6024152859333745
10,0.54,1.5985635164043153
10,0.55,1.5947435842003286
10,0.56,1.590969004022588
10,0.57,1.5872104534943599
10,0.58,1.5835010440911452
10,0.59,1.5798162511415985
10,0.6,1.576146219102905
10,0.61,1.5725512254593292
10,0.62,1.5689750887084302
10,0.63,1.5654182381877757
10,0.64,1.5618800769684267
10,0.65,1.5584074506600316
10,0.66,1.5549494838544582
10,0.67,1.5515393559653015
10,0.68,1.5481617116937851
10,0.69,1.5448314778449024
10,0.7,1.5415006136923968
10,0.71,1.538227529457707
10,0.72,1.5349926111988959
10,0.73,1.5317897114070884
10,0.74,1.5286191287554443
10,0.75,1.525468838738937
10,0.76,1.5223540843113816
10,0.77,1.5192647780887736
10,0.78,1.5162077441171682
10,0.79,1.5131873766103043
10,0.8,1.5101503073562226
10,0.81,1.5072126438471016
10,0.82,1.5042621716435454
10,0.83,1.5013590295399926
10,0.84,1.4984848862360423
10,0.85,1.4956390700865299
10,0.86,1.4928199119861123
10,0.87,1.4900329882422696
10,0.88,1.4872847699557037
10,0.89,1.4845478288671143
10,0.9,1.4818384449733972
10,0.91,1.479175638172111
