metric,tophat,baseline,mean_tophat,mean_baseline,diff,wilcoxon_W,p_value,effect_r,p_holm,sig_holm_05
Qabf,TopHat_square_L3,PiramideLaplace,0.4392,0.4419,-0.0027,94.0,0.7011814117431641,-0.105,1.0,False
Qabf,TopHat_square_L3,Promedio,0.4392,0.3098,0.1294,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_square_L3,Propuesta_Novedosa,0.4392,0.4948,-0.0556,34.0,0.006389617919921875,-0.676,0.1278,False
Qabf,TopHat_square_L3_BTH,Curvelet,0.3287,0.4762,-0.1475,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_square_L3_BTH,Multiescala_n8,0.3287,0.4843,-0.1556,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_square_L3_BTH,Optimo_Multiescala,0.3287,0.5137,-0.185,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_square_L3_BTH,PiramideLaplace,0.3287,0.4419,-0.1133,21.0,0.000850677490234375,-0.8,0.0213,True
Qabf,TopHat_square_L3_BTH,Promedio,0.3287,0.3098,0.0188,73.0,0.24548721313476562,0.305,1.0,False
Qabf,TopHat_square_L3_BTH,Propuesta_Novedosa,0.3287,0.4948,-0.1662,0.0,1.9073486328125e-06,-1.0,0.0001,True
Nabf,TopHat_Optimo,Curvelet,0.1211,0.1915,-0.0704,4.0,1.33514404296875e-05,-0.962,0.0001,True
Nabf,TopHat_Optimo,Multiescala_n8,0.1211,0.0298,0.0913,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_Optimo,Optimo_Multiescala,0.1211,0.0654,0.0557,3.0,9.5367431640625e-06,0.971,0.0001,True
Nabf,TopHat_Optimo,PiramideLaplace,0.1211,0.108,0.0131,75.0,0.2773551940917969,0.286,0.8321,False
Nabf,TopHat_Optimo,Promedio,0.1211,0.0,0.1211,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_Optimo,Propuesta_Novedosa,0.1211,0.0353,0.0859,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3,Curvelet,0.1071,0.1915,-0.0844,0.0,1.9073486328125e-06,-1.0,0.0001,True
Nabf,TopHat_cross_L3,Multiescala_n8,0.1071,0.0298,0.0773,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_cross_L3,Optimo_Multiescala,0.1071,0.0654,0.0416,20.0,0.0007076263427734375,0.81,0.0064,True
Nabf,TopHat_cross_L3,PiramideLaplace,0.1071,0.108,-0.001,92.0,0.6476554870605469,-0.124,0.8321,False
Nabf,TopHat_cross_L3,Promedio,0.1071,0.0,0.1071,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3,Propuesta_Novedosa,0.1071,0.0353,0.0718,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_cross_L3_BTH,Curvelet,0.5369,0.1915,0.3454,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3_BTH,Multiescala_n8,0.5369,0.0298,0.5071,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3_BTH,Optimo_Multiescala,0.5369,0.0654,0.4714,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3_BTH,PiramideLaplace,0.5369,0.108,0.4288,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3_BTH,Promedio,0.5369,0.0,0.5369,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.5369,0.0353,0.5016,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3,Curvelet,0.1019,0.1915,-0.0896,0.0,1.9073486328125e-06,-1.0,0.0001,True
Nabf,TopHat_disk_L3,Multiescala_n8,0.1019,0.0298,0.0721,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_disk_L3,Optimo_Multiescala,0.1019,0.0654,0.0365,20.0,0.0007076263427734375,0.81,0.0064,True
Nabf,TopHat_disk_L3,PiramideLaplace,0.1019,0.108,-0.0062,64.0,0.13272666931152344,-0.39,0.5309,False
Nabf,TopHat_disk_L3,Promedio,0.1019,0.0,0.1019,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3,Propuesta_Novedosa,0.1019,0.0353,0.0666,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_disk_L3_BTH,Curvelet,0.5368,0.1915,0.3453,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3_BTH,Multiescala_n8,0.5368,0.0298,0.507,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3_BTH,Optimo_Multiescala,0.5368,0.0654,0.4713,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3_BTH,PiramideLaplace,0.5368,0.108,0.4287,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3_BTH,Promedio,0.5368,0.0,0.5368,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.5368,0.0353,0.5015,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5,Curvelet,0.1168,0.1915,-0.0747,0.0,1.9073486328125e-06,-1.0,0.0001,True
Nabf,TopHat_disk_L5,Multiescala_n8,0.1168,0.0298,0.087,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_disk_L5,Optimo_Multiescala,0.1168,0.0654,0.0514,20.0,0.0007076263427734375,0.81,0.0064,True
Nabf,TopHat_disk_L5,PiramideLaplace,0.1168,0.108,0.0088,39.0,0.012079238891601562,0.629,0.0604,False
Nabf,TopHat_disk_L5,Promedio,0.1168,0.0,0.1168,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5,Propuesta_Novedosa,0.1168,0.0353,0.0816,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_disk_L5_BTH,Curvelet,0.5745,0.1915,0.383,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5_BTH,Multiescala_n8,0.5745,0.0298,0.5447,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5_BTH,Optimo_Multiescala,0.5745,0.0654,0.509,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5_BTH,PiramideLaplace,0.5745,0.108,0.4664,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5_BTH,Promedio,0.5745,0.0,0.5745,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.5745,0.0353,0.5392,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3,Curvelet,0.104,0.1915,-0.0875,0.0,1.9073486328125e-06,-1.0,0.0001,True
Nabf,TopHat_square_L3,Multiescala_n8,0.104,0.0298,0.0742,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_square_L3,Optimo_Multiescala,0.104,0.0654,0.0386,20.0,0.0007076263427734375,0.81,0.0064,True
Nabf,TopHat_square_L3,PiramideLaplace,0.104,0.108,-0.004,78.0,0.3299827575683594,-0.257,0.8321,False
Nabf,TopHat_square_L3,Promedio,0.104,0.0,0.104,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3,Propuesta_Novedosa,0.104,0.0353,0.0687,1.0,3.814697265625e-06,0.99,0.0001,True
Nabf,TopHat_square_L3_BTH,Curvelet,0.5319,0.1915,0.3405,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3_BTH,Multiescala_n8,0.5319,0.0298,0.5022,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3_BTH,Optimo_Multiescala,0.5319,0.0654,0.4665,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3_BTH,PiramideLaplace,0.5319,0.108,0.4239,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3_BTH,Promedio,0.5319,0.0,0.5319,0.0,1.9073486328125e-06,1.0,0.0001,True
Nabf,TopHat_square_L3_BTH,Propuesta_Novedosa,0.5319,0.0353,0.4967,0.0,1.9073486328125e-06,1.0,0.0001,True
SSIM,TopHat_Optimo,Curvelet,0.7607,0.7305,0.0303,1.0,3.814697265625e-06,0.99,0.0001,True
SSIM,TopHat_Optimo,Multiescala_n8,0.7607,0.7851,-0.0244,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_Optimo,Optimo_Multiescala,0.7607,0.7747,-0.014,15.0,0.0002613067626953125,-0.857,0.0012,True
SSIM,TopHat_Optimo,PiramideLaplace,0.7607,0.7208,0.0399,1.0,3.814697265625e-06,0.99,0.0001,True
SSIM,TopHat_Optimo,Promedio,0.7607,0.7921,-0.0313,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_Optimo,Propuesta_Novedosa,0.7607,0.7835,-0.0227,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_cross_L3,Curvelet,0.7494,0.7305,0.0189,0.0,1.9073486328125e-06,1.0,0.0001,True
SSIM,TopHat_cross_L3,Multiescala_n8,0.7494,0.7851,-0.0357,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_cross_L3,Optimo_Multiescala,0.7494,0.7747,-0.0253,3.0,9.5367431640625e-06,-0.971,0.0001,True
SSIM,TopHat_cross_L3,PiramideLaplace,0.7494,0.7208,0.0286,0.0,0.0001318338889828333,1.0,0.0012,True
SSIM,TopHat_cross_L3,Promedio,0.7494,0.7921,-0.0427,0.0,0.0001318338889828333,-1.0,0.0012,True
SSIM,TopHat_cross_L3,Propuesta_Novedosa,0.7494,0.7835,-0.0341,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_cross_L3_BTH,Curvelet,0.5724,0.7305,-0.1581,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_cross_L3_BTH,Multiescala_n8,0.5724,0.7851,-0.2127,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_cross_L3_BTH,Optimo_Multiescala,0.5724,0.7747,-0.2023,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_cross_L3_BTH,PiramideLaplace,0.5724,0.7208,-0.1485,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_cross_L3_BTH,Promedio,0.5724,0.7921,-0.2197,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.5724,0.7835,-0.2111,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3,Curvelet,0.7441,0.7305,0.0136,0.0,1.9073486328125e-06,1.0,0.0001,True
SSIM,TopHat_disk_L3,Multiescala_n8,0.7441,0.7851,-0.0411,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L3,Optimo_Multiescala,0.7441,0.7747,-0.0306,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L3,PiramideLaplace,0.7441,0.7208,0.0232,0.0,0.0001318338889828333,1.0,0.0012,True
SSIM,TopHat_disk_L3,Promedio,0.7441,0.7921,-0.048,0.0,0.0001318338889828333,-1.0,0.0012,True
SSIM,TopHat_disk_L3,Propuesta_Novedosa,0.7441,0.7835,-0.0394,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L3_BTH,Curvelet,0.5765,0.7305,-0.1539,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3_BTH,Multiescala_n8,0.5765,0.7851,-0.2086,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3_BTH,Optimo_Multiescala,0.5765,0.7747,-0.1981,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3_BTH,PiramideLaplace,0.5765,0.7208,-0.1443,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3_BTH,Promedio,0.5765,0.7921,-0.2155,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.5765,0.7835,-0.2069,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5,Curvelet,0.7392,0.7305,0.0088,0.0,1.9073486328125e-06,1.0,0.0001,True
SSIM,TopHat_disk_L5,Multiescala_n8,0.7392,0.7851,-0.0459,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L5,Optimo_Multiescala,0.7392,0.7747,-0.0355,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L5,PiramideLaplace,0.7392,0.7208,0.0184,0.0,0.0001318338889828333,1.0,0.0012,True
SSIM,TopHat_disk_L5,Promedio,0.7392,0.7921,-0.0528,0.0,0.0001318338889828333,-1.0,0.0012,True
SSIM,TopHat_disk_L5,Propuesta_Novedosa,0.7392,0.7835,-0.0442,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_disk_L5_BTH,Curvelet,0.5338,0.7305,-0.1967,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5_BTH,Multiescala_n8,0.5338,0.7851,-0.2514,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5_BTH,Optimo_Multiescala,0.5338,0.7747,-0.2409,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5_BTH,PiramideLaplace,0.5338,0.7208,-0.1871,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5_BTH,Promedio,0.5338,0.7921,-0.2583,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.5338,0.7835,-0.2497,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3,Curvelet,0.7414,0.7305,0.0109,0.0,1.9073486328125e-06,1.0,0.0001,True
SSIM,TopHat_square_L3,Multiescala_n8,0.7414,0.7851,-0.0437,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_square_L3,Optimo_Multiescala,0.7414,0.7747,-0.0333,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_square_L3,PiramideLaplace,0.7414,0.7208,0.0206,0.0,0.0001318338889828333,1.0,0.0012,True
SSIM,TopHat_square_L3,Promedio,0.7414,0.7921,-0.0507,0.0,0.0001318338889828333,-1.0,0.0012,True
SSIM,TopHat_square_L3,Propuesta_Novedosa,0.7414,0.7835,-0.0421,1.0,3.814697265625e-06,-0.99,0.0001,True
SSIM,TopHat_square_L3_BTH,Curvelet,0.575,0.7305,-0.1555,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3_BTH,Multiescala_n8,0.575,0.7851,-0.2101,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3_BTH,Optimo_Multiescala,0.575,0.7747,-0.1997,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3_BTH,PiramideLaplace,0.575,0.7208,-0.1458,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3_BTH,Promedio,0.575,0.7921,-0.2171,0.0,1.9073486328125e-06,-1.0,0.0001,True
SSIM,TopHat_square_L3_BTH,Propuesta_Novedosa,0.575,0.7835,-0.2085,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_Optimo,Curvelet,1.3528,1.3208,0.032,38.0,0.01068878173828125,-0.638,0.2565,False
SCD,TopHat_Optimo,Multiescala_n8,1.3528,1.3969,-0.0441,1.0,3.814697265625e-06,-0.99,0.0002,True
SCD,TopHat_Optimo,Optimo_Multiescala,1.3528,1.4532,-0.1003,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_Optimo,PiramideLaplace,1.3528,1.3217,0.0311,91.0,0.6215133666992188,0.133,1.0,False
SCD,TopHat_Optimo,Promedio,1.3528,1.3247,0.0282,3.0,9.5367431640625e-06,0.971,0.0004,True
SCD,TopHat_Optimo,Propuesta_Novedosa,1.3528,1.4212,-0.0683,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_cross_L3,Curvelet,1.3917,1.3208,0.0708,15.0,0.0002613067626953125,0.857,0.0086,True
SCD,TopHat_cross_L3,Multiescala_n8,1.3917,1.3969,-0.0052,74.0,0.26109886169433594,0.295,1.0,False
SCD,TopHat_cross_L3,Optimo_Multiescala,1.3917,1.4532,-0.0615,49.0,0.03623390197753906,-0.533,0.7247,False
SCD,TopHat_cross_L3,PiramideLaplace,1.3917,1.3217,0.0699,51.0,0.04405403137207031,0.514,0.837,False
SCD,TopHat_cross_L3,Promedio,1.3917,1.3247,0.067,1.0,3.814697265625e-06,0.99,0.0002,True
SCD,TopHat_cross_L3,Propuesta_Novedosa,1.3917,1.4212,-0.0295,103.0,0.956329345703125,-0.019,1.0,False
SCD,TopHat_cross_L3_BTH,Curvelet,1.3378,1.3208,0.017,30.0,0.00365447998046875,-0.714,0.1023,False
SCD,TopHat_cross_L3_BTH,Multiescala_n8,1.3378,1.3969,-0.0591,12.0,0.000133514404296875,-0.886,0.0047,True
SCD,TopHat_cross_L3_BTH,Optimo_Multiescala,1.3378,1.4532,-0.1153,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_cross_L3_BTH,PiramideLaplace,1.3378,1.3217,0.0161,92.0,0.6476554870605469,-0.124,1.0,False
SCD,TopHat_cross_L3_BTH,Promedio,1.3378,1.3247,0.0132,54.0,0.058258056640625,-0.486,0.9904,False
SCD,TopHat_cross_L3_BTH,Propuesta_Novedosa,1.3378,1.4212,-0.0833,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_disk_L3,Curvelet,1.3967,1.3208,0.0759,10.0,8.20159912109375e-05,0.905,0.003,True
SCD,TopHat_disk_L3,Multiescala_n8,1.3967,1.3969,-0.0002,74.0,0.26109886169433594,0.295,1.0,False
SCD,TopHat_disk_L3,Optimo_Multiescala,1.3967,1.4532,-0.0564,52.0,0.04844093322753906,-0.505,0.8719,False
SCD,TopHat_disk_L3,PiramideLaplace,1.3967,1.3217,0.075,46.0,0.026641845703125,0.562,0.5595,False
SCD,TopHat_disk_L3,Promedio,1.3967,1.3247,0.0721,1.0,3.814697265625e-06,0.99,0.0002,True
SCD,TopHat_disk_L3,Propuesta_Novedosa,1.3967,1.4212,-0.0244,105.0,1.0,0.0,1.0,False
SCD,TopHat_disk_L3_BTH,Curvelet,1.3408,1.3208,0.0199,31.0,0.0042209625244140625,-0.705,0.1097,False
SCD,TopHat_disk_L3_BTH,Multiescala_n8,1.3408,1.3969,-0.0562,20.0,0.0007076263427734375,-0.81,0.0226,True
SCD,TopHat_disk_L3_BTH,Optimo_Multiescala,1.3408,1.4532,-0.1124,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_disk_L3_BTH,PiramideLaplace,1.3408,1.3217,0.019,93.0,0.6742229461669922,-0.114,1.0,False
SCD,TopHat_disk_L3_BTH,Promedio,1.3408,1.3247,0.0161,58.0,0.082550048828125,-0.448,1.0,False
SCD,TopHat_disk_L3_BTH,Propuesta_Novedosa,1.3408,1.4212,-0.0804,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_disk_L5,Curvelet,1.4302,1.3208,0.1093,3.0,9.5367431640625e-06,0.971,0.0004,True
SCD,TopHat_disk_L5,Multiescala_n8,1.4302,1.3969,0.0333,41.0,0.01531219482421875,0.61,0.3369,False
SCD,TopHat_disk_L5,Optimo_Multiescala,1.4302,1.4532,-0.023,101.0,0.8983173370361328,0.038,1.0,False
SCD,TopHat_disk_L5,PiramideLaplace,1.4302,1.3217,0.1084,23.0,0.001209259033203125,0.781,0.0363,True
SCD,TopHat_disk_L5,Promedio,1.4302,1.3247,0.1055,0.0,1.9073486328125e-06,1.0,0.0001,True
SCD,TopHat_disk_L5,Propuesta_Novedosa,1.4302,1.4212,0.009,67.0,0.16495704650878906,0.362,1.0,False
SCD,TopHat_disk_L5_BTH,Curvelet,1.2791,1.3208,-0.0417,23.0,0.001209259033203125,-0.781,0.0363,True
SCD,TopHat_disk_L5_BTH,Multiescala_n8,1.2791,1.3969,-0.1178,12.0,0.000133514404296875,-0.886,0.0047,True
SCD,TopHat_disk_L5_BTH,Optimo_Multiescala,1.2791,1.4532,-0.174,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_disk_L5_BTH,PiramideLaplace,1.2791,1.3217,-0.0426,72.0,0.2305126190185547,-0.314,1.0,False
SCD,TopHat_disk_L5_BTH,Promedio,1.2791,1.3247,-0.0455,30.0,0.00365447998046875,-0.714,0.1023,False
SCD,TopHat_disk_L5_BTH,Propuesta_Novedosa,1.2791,1.4212,-0.142,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_square_L3,Curvelet,1.4042,1.3208,0.0833,10.0,8.20159912109375e-05,0.905,0.003,True
SCD,TopHat_square_L3,Multiescala_n8,1.4042,1.3969,0.0073,62.0,0.11398696899414062,0.41,1.0,False
SCD,TopHat_square_L3,Optimo_Multiescala,1.4042,1.4532,-0.049,67.0,0.16495704650878906,-0.362,1.0,False
SCD,TopHat_square_L3,PiramideLaplace,1.4042,1.3217,0.0824,40.0,0.013616561889648438,0.619,0.3132,False
SCD,TopHat_square_L3,Promedio,1.4042,1.3247,0.0795,0.0,1.9073486328125e-06,1.0,0.0001,True
SCD,TopHat_square_L3,Propuesta_Novedosa,1.4042,1.4212,-0.017,89.0,0.5705966949462891,0.152,1.0,False
SCD,TopHat_square_L3_BTH,Curvelet,1.3386,1.3208,0.0178,31.0,0.0042209625244140625,-0.705,0.1097,False
SCD,TopHat_square_L3_BTH,Multiescala_n8,1.3386,1.3969,-0.0583,21.0,0.000850677490234375,-0.8,0.0264,True
SCD,TopHat_square_L3_BTH,Optimo_Multiescala,1.3386,1.4532,-0.1146,0.0,1.9073486328125e-06,-1.0,0.0001,True
SCD,TopHat_square_L3_BTH,PiramideLaplace,1.3386,1.3217,0.0169,93.0,0.6742229461669922,-0.114,1.0,False
SCD,TopHat_square_L3_BTH,Promedio,1.3386,1.3247,0.014,56.0,0.069580078125,-0.467,1.0,False
SCD,TopHat_square_L3_BTH,Propuesta_Novedosa,1.3386,1.4212,-0.0826,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_Optimo,Curvelet,0.3219,0.3067,0.0153,14.0,0.000209808349609375,0.867,0.0044,True
VIF,TopHat_Optimo,Multiescala_n8,0.3219,0.3542,-0.0323,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_Optimo,Optimo_Multiescala,0.3219,0.3687,-0.0468,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_Optimo,PiramideLaplace,0.3219,0.4101,-0.0882,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_Optimo,Promedio,0.3219,0.3305,-0.0086,21.0,0.000850677490234375,-0.8,0.0106,True
VIF,TopHat_Optimo,Propuesta_Novedosa,0.3219,0.3611,-0.0392,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_cross_L3,Curvelet,0.344,0.3067,0.0373,0.0,0.0001318338889828333,1.0,0.0041,True
VIF,TopHat_cross_L3,Multiescala_n8,0.344,0.3542,-0.0103,25.0,0.001689910888671875,-0.762,0.0186,True
VIF,TopHat_cross_L3,Optimo_Multiescala,0.344,0.3687,-0.0248,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_cross_L3,PiramideLaplace,0.344,0.4101,-0.0661,0.0,0.0001318338889828333,-1.0,0.0041,True
VIF,TopHat_cross_L3,Promedio,0.344,0.3305,0.0134,7.0,0.00039814247498266234,0.926,0.0072,True
VIF,TopHat_cross_L3,Propuesta_Novedosa,0.344,0.3611,-0.0171,4.0,1.33514404296875e-05,-0.962,0.0005,True
VIF,TopHat_cross_L3_BTH,Curvelet,0.3004,0.3067,-0.0063,55.0,0.06372261047363281,0.476,0.3823,False
VIF,TopHat_cross_L3_BTH,Multiescala_n8,0.3004,0.3542,-0.0538,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_cross_L3_BTH,Optimo_Multiescala,0.3004,0.3687,-0.0683,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_cross_L3_BTH,PiramideLaplace,0.3004,0.4101,-0.1097,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_cross_L3_BTH,Promedio,0.3004,0.3305,-0.0301,20.0,0.0007076263427734375,-0.81,0.0106,True
VIF,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.3004,0.3611,-0.0607,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_disk_L3,Curvelet,0.3523,0.3067,0.0457,0.0,0.0001318338889828333,1.0,0.0041,True
VIF,TopHat_disk_L3,Multiescala_n8,0.3523,0.3542,-0.0019,85.0,0.47490501403808594,-0.19,1.0,False
VIF,TopHat_disk_L3,Optimo_Multiescala,0.3523,0.3687,-0.0164,6.0,2.6702880859375e-05,-0.943,0.0009,True
VIF,TopHat_disk_L3,PiramideLaplace,0.3523,0.4101,-0.0578,0.0,0.0001318338889828333,-1.0,0.0041,True
VIF,TopHat_disk_L3,Promedio,0.3523,0.3305,0.0218,2.0,0.0001821819171706161,0.979,0.0044,True
VIF,TopHat_disk_L3,Propuesta_Novedosa,0.3523,0.3611,-0.0088,30.0,0.00365447998046875,-0.714,0.0365,True
VIF,TopHat_disk_L3_BTH,Curvelet,0.3137,0.3067,0.0071,20.0,0.0007076263427734375,0.81,0.0106,True
VIF,TopHat_disk_L3_BTH,Multiescala_n8,0.3137,0.3542,-0.0405,11.0,0.0001049041748046875,-0.895,0.0034,True
VIF,TopHat_disk_L3_BTH,Optimo_Multiescala,0.3137,0.3687,-0.055,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_disk_L3_BTH,PiramideLaplace,0.3137,0.4101,-0.0964,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_disk_L3_BTH,Promedio,0.3137,0.3305,-0.0168,36.0,0.00830841064453125,-0.657,0.0665,False
VIF,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.3137,0.3611,-0.0474,3.0,9.5367431640625e-06,-0.971,0.0004,True
VIF,TopHat_disk_L5,Curvelet,0.3564,0.3067,0.0497,0.0,0.0001318338889828333,1.0,0.0041,True
VIF,TopHat_disk_L5,Multiescala_n8,0.3564,0.3542,0.0021,86.0,0.49800872802734375,0.181,1.0,False
VIF,TopHat_disk_L5,Optimo_Multiescala,0.3564,0.3687,-0.0124,16.0,0.0003223419189453125,-0.848,0.0061,True
VIF,TopHat_disk_L5,PiramideLaplace,0.3564,0.4101,-0.0537,3.0,0.0002136700043906972,-0.968,0.0044,True
VIF,TopHat_disk_L5,Promedio,0.3564,0.3305,0.0258,2.0,0.0001821819171706161,0.979,0.0044,True
VIF,TopHat_disk_L5,Propuesta_Novedosa,0.3564,0.3611,-0.0047,69.0,0.1893482208251953,-0.343,0.8248,False
VIF,TopHat_disk_L5_BTH,Curvelet,0.2977,0.3067,-0.009,42.0,0.017181396484375,0.6,0.1203,False
VIF,TopHat_disk_L5_BTH,Multiescala_n8,0.2977,0.3542,-0.0565,1.0,3.814697265625e-06,-0.99,0.0002,True
