imagen,particulas,iteraciones,r,m,SSIM_avg,E,SF,SD,PSNR,FO
Triclobs_jeep_in_smoke_R,2,40,7,0.3,0.578132,7.167069,30.363554,0.143722,16.412724,1.638973
Triclobs_jeep_in_smoke_R,2,50,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,4,10,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,4,20,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,4,30,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,4,40,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,4,50,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,6,10,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,6,20,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,6,30,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,6,40,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,6,50,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,8,10,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,8,20,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,8,30,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,8,40,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,8,50,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,10,10,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,10,20,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,10,30,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,10,40,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,10,50,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
